,Unnamed: 0,SA2 Name,median_income of suburb,median_rent,median_mortgage_repayment,unemployment_rate,unoccupied_rate,yearly building_approval,Greater Perth median income,qualyfing_income(mortgage),affordability_index(mortgage),qualyfing_income(rent),affordability_index(rent)
26,26,Noranda,1846.804511278196,387.09677419354836,454.027397260274,0.0755316548521144,0.07723833543505675,19.0,2333.1674805026496,1513.4246575342465,154.16475930185862,1290.3225806451612,180.82047973895538
27,27,Glen Forrest - Darlington,2235.930735930736,421.1206896551725,491.9915700737618,0.05819084390512961,0.07181522915914833,7.0,2333.1674805026496,1639.9719002458728,142.26874741895574,1403.7356321839084,166.21131693243024
28,28,Helena Valley - Koongamia,2057.5916230366493,341.6666666666667,473.7647614548889,0.07125392944463849,0.08972046889089269,67.0,2333.1674805026496,1579.2158715162964,147.74214992295134,1138.888888888889,204.86348609291562
29,29,Mundaring,2066.85393258427,402.08333333333326,477.86708932412535,0.06357230392156862,0.07277465918203689,48.0,2333.1674805026496,1592.8902977470843,146.47383337085932,1340.2777777777776,174.08088973698528
30,30,Swan View - Greenmount - Midvale,1659.375,330.410447761194,411.0084669924967,0.09460370994940978,0.09434675742106258,46.0,2333.1674805026496,1370.0282233083224,170.3006873003356,1101.3681592039802,211.8426487096703
31,31,Ballajura,1798.1060606060605,381.0393258426968,421.98309530749054,0.08981676179032742,0.059429957550030325,18.0,2333.1674805026496,1406.6103176916351,165.87163133650066,1270.1310861423226,183.69501431454688
32,32,Beechboro,1774.4082840236686,369.8571428571428,462.34629617606964,0.08625634237811604,0.06957473420888055,254.0,2333.1674805026496,1541.1543205868988,151.3909054619617,1232.857142857143,189.2488107012578
33,33,Bullsbrook,1927.9891304347825,362.5,465.82900330656594,0.0651762031072376,0.07012987012987013,45.0,2333.1674805026496,1552.76334435522,150.25905196593175,1208.3333333333335,193.0897225243572
34,34,Ellenbrook,2004.231770833333,392.76315789473676,489.08668562620767,0.07859868560525758,0.07362150603329769,877.0,2333.1674805026496,1630.2889520873591,143.1137392862383,1309.2105263157896,178.21178745547874
35,35,Hazelmere - Guildford,2057.9268292682927,395.83333333333326,471.4321295143213,0.06985128436232538,0.07679465776293823,13.0,2333.1674805026496,1571.4404317144042,148.47317361926466,1319.4444444444443,176.82953536441138
36,36,Lockridge - Kiara,1832.0552147239264,338.70192307692315,461.4959389016851,0.0819373634377276,0.08876854250058865,184.0,2333.1674805026496,1538.3197963389505,151.66985993779434,1129.0064102564106,206.65670799626014
37,37,Middle Swan - Herne Hill,1639.4230769230774,356.25,408.95606991025033,0.09652076318742986,0.09978586723768736,40.0,2333.1674805026496,1363.1868997008346,171.15536255627805,1187.5,196.47726151601262
38,38,Midland - Guildford,1601.3071895424835,328.41569767441865,405.1141552511415,0.10823622358285602,0.1346852879280658,206.0,2333.1674805026496,1350.3805175038049,172.77852059177647,1094.7189922480622,213.12935073058057
39,39,Stratton - Jane Brook,1869.2307692307693,363.69047619047615,422.0547945205479,0.07880434782608696,0.06600534147272033,23.0,2333.1674805026496,1406.849315068493,165.8434528497502,1212.3015873015872,192.45767760611054
40,40,The Vines,2231.578947368421,412.0098039215686,537.6296950950066,0.06637249494392351,0.09357354127453617,218.0,2333.1674805026496,1792.0989836500219,130.19188682037066,1373.3660130718954,169.8867933453446
41,41,Craigie - Beldon,1910.3107344632767,381.1422413793104,447.5342465753425,0.07642487046632124,0.09333333333333334,100.0,2333.1674805026496,1491.7808219178082,156.4014931833732,1270.4741379310346,183.6454132236182
42,42,Currambine - Kinross,2250.0,420.7880434782609,471.1415525114154,0.07776944236059015,0.07608263806118395,1.0,2333.1674805026496,1570.471841704718,148.56474459102938,1402.626811594203,166.34271220374072
43,43,Duncraig,2437.2693726937273,471.46464646464653,508.8328767123288,0.05939716312056738,0.0676836752586358,37.0,2333.1674805026496,1696.109589041096,137.55994869539748,1571.548821548822,148.4629334138804
44,44,Greenwood - Warwick,1955.9716599190285,410.2739726027397,474.87020947710676,0.06940287872310104,0.06871345029239766,25.0,2333.1674805026496,1582.9006982570227,147.39822169967874,1367.579908675799,170.60556869117872
45,45,Heathridge - Connolly,2081.117021276596,395.1030927835051,465.87987355110636,0.07111337406653087,0.08440797186400938,20.0,2333.1674805026496,1552.9329118370213,150.242644915205,1317.0103092783506,177.1563566409057
46,46,Hillarys,2607.692307692308,514.453125,558.9994044073854,0.06480541455160745,0.0887760038703435,47.0,2333.1674805026496,1863.331348024618,125.21484613974432,1714.84375,136.05714692680598
47,47,Iluka - Burns Beach,3047.3933649289093,658.3333333333334,660.9534246575342,0.06224390243902439,0.05761888233252342,75.0,2333.1674805026496,2203.178082191781,105.90008585150557,2194.444444444445,106.32155607353843
48,48,Joondalup - Edgewater,2037.3376623376623,394.8648648648648,456.6846801558377,0.0907797749903013,0.102506091193874,21.0,2333.1674805026496,1522.282267186126,153.26773035433243,1316.216216216216,177.26323773839437
49,49,Kingsley,2224.4565217391305,432.258064516129,468.81617515104386,0.06150007338910905,0.05927682276229994,33.0,2333.1674805026496,1562.7205838368134,149.30164129368697,1440.8602150537633,161.92878782593013
50,50,Mullaloo - Kallaroo,2305.486284289277,464.38848920863313,514.2676501580611,0.061075195644777126,0.07854007854007854,33.0,2333.1674805026496,1714.2255005268705,136.10621705169748,1547.9616306954438,150.72514939885434
51,51,Ocean Reef,2489.2156862745096,533.8383838383838,545.2476290832454,0.06896551724137931,0.07339130434782609,15.0,2333.1674805026496,1817.4920969441519,128.3729092646692,1779.4612794612797,131.11650741897577
52,52,Padbury,2056.9908814589667,405.3899082568808,470.17860239292526,0.06668148477439431,0.08452763966071951,21.0,2333.1674805026496,1567.2620079764176,148.86901287903592,1351.2996941896024,172.66099374808854
53,53,Sorrento - Marmion,2725.840336134454,512.9213483146067,575.7850368809274,0.05795950774116713,0.0901064658530252,42.0,2333.1674805026496,1919.2834562697574,121.56450746661986,1709.7378277153555,136.46346490563144
54,54,Woodvale,2432.601880877743,498.0314960629921,492.87671232876716,0.06350693143499438,0.05508100147275405,51.0,2333.1674805026496,1642.922374429224,142.0132513146415,1660.1049868766406,140.54336918126629
55,55,Balcatta - Hamersley,1828.5864978902955,369.0843621399177,454.81028875529717,0.06806418219461698,0.0952650978168415,76.0,2333.1674805026496,1516.0342958509907,153.8993865038508,1230.2812071330588,189.64505569744182
56,56,Balga - Mirrabooka,1285.8455882352941,337.74131274131275,390.861688024746,0.1282934963868816,0.08711793094913996,232.0,2333.1674805026496,1302.87229341582,179.07875486289157,1125.8043758043761,207.24448497862915
57,57,Dianella,1967.938311688312,361.0521235521235,477.3972602739727,0.07353896103896104,0.0889628924833492,100.0,2333.1674805026496,1591.3242009132425,146.61798514492975,1203.5070785070786,193.86404302639318
58,58,Innaloo - Doubleview,2396.0446247464497,411.84738955823286,526.4970645792563,0.06120708040093838,0.10527616458667984,265.0,2333.1674805026496,1754.9902152641876,132.94475719634858,1372.8246318607762,169.9537891697201
59,59,Karrinyup - Gwelup - Carine,2552.8017241379307,459.88372093023264,563.6469795643386,0.052621340336543136,0.07290995749066083,146.0,2333.1674805026496,1878.823265214462,124.18238179716845,1532.945736434109,152.20157015668357
60,60,Nollamara - Westminster,1602.6182432432431,364.7900763358778,436.28661749209687,0.0965466413981891,0.1156677181913775,315.0,2333.1674805026496,1454.2887249736566,160.4335810651983,1215.9669211195928,191.87754534921086
61,61,Scarborough,2414.0786749482404,413.8605442176872,501.5854480125757,0.05955751284471007,0.14548056284283328,315.0,2333.1674805026496,1671.9514933752523,139.5475580330723,1379.5351473922906,169.12707769084338
62,62,Stirling - Osborne Park,2153.645833333333,335.22727272727275,488.60875762134765,0.07106265598318666,0.10329171396140747,65.0,2333.1674805026496,1628.6958587378256,143.25372462792168,1117.4242424242425,208.79871689922012
63,63,Trigg - North Beach - Watermans Bay,2505.357142857143,401.5625,629.041095890411,0.05712828360112216,0.1123295791345584,103.0,2333.1674805026496,2096.803652968037,111.27257801177704,1338.5416666666667,174.30667558619015
64,64,Tuart Hill - Joondanna,2000.0,345.78125,449.45556726378646,0.0722943722943723,0.12175770521818735,135.0,2333.1674805026496,1498.1852242126215,155.7329122458044,1152.6041666666667,202.42573712449558
65,65,Wembley Downs - Churchlands - Woodlands,2641.638225255973,424.6710526315789,625.8777008897048,0.0579330422125182,0.09654203967000176,189.0,2333.1674805026496,2086.259002965682,111.83498679626922,1415.5701754385966,164.82174610522205
66,66,Yokine - Coolbinia - Menora,2149.06103286385,351.28205128205116,481.3017175439817,0.06703296703296703,0.11679021979451165,204.0,2333.1674805026496,1604.339058479939,145.42857809079663,1170.9401709401707,199.25590891883945
67,67,Alexander Heights - Koondoola,1589.375,354.41729323308266,404.6250290225215,0.10497045533541884,0.05302851755833137,8.0,2333.1674805026496,1348.7500967417384,172.98738188334747,1181.390977443609,197.493253719556
68,68,Butler - Merriwa - Ridgewood,1669.5995145631064,362.1757075471698,461.1062289997415,0.1034514581026209,0.08214008214008214,49.0,2333.1674805026496,1537.0207633324717,151.79804568443322,1207.252358490566,193.26261523479823
69,69,Carramar,2063.4588563458856,401.6216216216216,487.20577404625124,0.07999561066608142,0.059729916897506924,219.0,2333.1674805026496,1624.0192468208375,143.66624564764444,1338.7387387387387,174.28101637671205
70,70,Clarkson,1822.136563876652,378.5175879396985,453.8379382400743,0.10043423448662278,0.10243716679360244,126.0,2333.1674805026496,1512.7931274669143,154.22911686605855,1261.7252931323285,184.9188165761808
71,71,Girrawheen,1273.8095238095239,321.6216216216216,369.0314262691378,0.12703330751355538,0.08514908256880734,53.0,2333.1674805026496,1230.1047542304593,189.6722594135696,1072.0720720720724,217.63158851747403
72,72,Madeley - Darch - Landsdale,2260.491299897646,473.2346241457858,513.8995433789955,0.06598654221836336,0.05289256198347106,343.0,2333.1674805026496,1712.9984779299853,136.20371007696906,1577.4487471526197,147.90765688673838
73,73,Marangaroo,1627.840909090909,373.5526315789474,420.60808553291014,0.09544592030360532,0.05737704918032788,7.0,2333.1674805026496,1402.0269517763668,166.41388224003313,1245.1754385964916,187.37660639471787
74,74,Mindarie - Quinns Rocks - Jindalee,2283.307210031348,417.9447852760736,531.5896782414779,0.08559782608695653,0.09951107276387693,171.0,2333.1674805026496,1771.9655941382598,131.67115028761677,1393.1492842535788,167.4743336463553
75,75,Tapping - Ashby - Sinagra,2181.9887429643527,456.51465798045604,508.8823454103189,0.06728439059158946,0.07719665271966528,36.0,2333.1674805026496,1696.2744847010629,137.54657642650488,1521.7155266015204,153.32481266806562
76,76,Wanneroo,2003.7914691943126,401.8488745980706,481.0137453034935,0.07337921043100326,0.06991398279655933,208.0,2333.1674805026496,1603.3791510116448,145.51564294886506,1339.4962486602356,174.18245723616505
77,77,Alkimos - Eglinton,2130.120481927711,365.5448717948718,523.7917808219178,0.06238779174147217,0.12665862484921592,568.0,2333.1674805026496,1745.972602739726,133.6313912853796,1218.4829059829062,191.48134693121258
78,78,Two Rocks,1581.3953488372092,336.90476190476187,478.8334069818825,0.11419984973703982,0.12064965197215775,104.0,2333.1674805026496,1596.111356606275,146.1782394345929,1123.015873015873,207.7590830694939
79,79,Yanchep,1769.4256756756754,360.2355072463768,481.46840651903193,0.092210628488231,0.12573344509639564,231.0,2333.1674805026496,1604.894688396773,145.3782293237815,1200.7850241545893,194.30351258297145
80,80,Armadale - Wungong - Brookdale,1325.061274509804,305.80645161290323,359.6356904850056,0.13100756282020004,0.11295446523120367,608.0,2333.1674805026496,1198.7856349500191,194.6275808184777,1019.3548387096774,228.88668321386749
81,81,Camillo - Champion Lakes,1465.7407407407404,313.45238095238096,367.17310087173104,0.1116921927530818,0.09482758620689656,22.0,2333.1674805026496,1223.9103362391036,190.632222918562,1044.8412698412699,223.30353402456046
82,82,Forrestdale - Harrisdale - Piara Waters,2298.80694143167,425.71428571428567,533.2955690514448,0.07119071190711908,0.07685639988442647,623.0,2333.1674805026496,1777.651896838149,131.2499643294943,1419.047619047619,164.41784258575717
83,83,Kelmscott,1522.9057591623034,316.85022026431716,387.2602739726027,0.09973963548968556,0.0888646288209607,29.0,2333.1674805026496,1290.8675799086755,180.74413803681648,1056.1674008810573,220.9088709381028
84,84,Mount Nasura - Mount Richon - Bedfordale,1996.0317460317456,360.41666666666674,479.09105560032236,0.06811451135241857,0.07721639656816015,44.0,2333.1674805026496,1596.970185334408,146.0996267763184,1201.3888888888894,194.20584808808175
85,85,Roleystone,2149.0384615384614,366.66666666666674,489.041095890411,0.06431207169214549,0.06381409074142383,25.0,2333.1674805026496,1630.13698630137,143.12708073671715,1222.2222222222224,190.8955211320349
86,86,Seville Grove,1679.5774647887326,351.64728682170545,413.5819197863607,0.09131795072350413,0.07072637902785363,103.0,2333.1674805026496,1378.606399287869,169.2410162688834,1172.1576227390185,199.0489534206724
87,87,Belmont - Ascot - Redcliffe,1951.5027322404367,366.1509900990098,468.8049126121872,0.08063432334363661,0.11699036549931185,76.0,2333.1674805026496,1562.683042040624,149.30522810664738,1220.503300330033,191.16437291662743
88,88,East Victoria Park - Carlisle,2103.4883720930234,371.41434262948206,485.19225318847435,0.08419225344472171,0.10732209496847253,103.0,2333.1674805026496,1617.3075106282479,144.26245257442253,1238.0478087649406,188.4553620615173
89,89,Rivervale - Kewdale - Cloverdale,1748.525073746313,362.32358870967744,456.24064397683946,0.09220789250135146,0.11198990323937737,474.0,2333.1674805026496,1520.8021465894647,153.4168981635768,1207.7452956989248,193.18373574392112
90,90,Victoria Park - Lathlain - Burswood,2185.6984478935697,372.8670634920636,487.5240237170313,0.08023483365949119,0.15054050447083944,74.0,2333.1674805026496,1625.080079056771,143.57246209410596,1242.8902116402119,187.72112441239886
91,91,Bentley - Wilson - St James,1725.4784688995214,342.1328671328672,468.18493150684935,0.1361169102296451,0.13272830402722632,120.0,2333.1674805026496,1560.6164383561645,149.5029414761408,1140.4428904428908,204.58433298633344
92,92,Canning Vale - West,2341.79104477612,489.61038961038963,488.1513910464624,0.0848442175673297,0.06346841477949941,8.0,2333.1674805026496,1627.171303488208,143.38794418884967,1632.034632034632,142.9606599459183
93,93,Cannington - Queens Park,1621.9298245614034,371.16666666666674,447.26099117836907,0.11023704636039436,0.12525527569775358,323.0,2333.1674805026496,1490.8699705945637,156.49704712827338,1237.2222222222224,188.5811165201961
94,94,Parkwood - Ferndale - Lynwood,1732.876712328767,358.7078651685393,413.7379853174903,0.0910726643598616,0.0876419732157993,27.0,2333.1674805026496,1379.1266177249677,169.177177100061,1195.692883895131,195.13099993553882
95,95,Riverton - Shelley - Rossmoyne,2123.7244897959185,408.68794326241135,503.3696885088562,0.08775137111517367,0.09699248120300752,70.0,2333.1674805026496,1677.8989616961874,139.05291878505315,1362.2931442080378,171.2676519310405
96,96,Willetton,2077.2968197879864,418.7150837988827,478.17351598173514,0.09300820025895556,0.060601315377388026,35.0,2333.1674805026496,1593.9117199391171,146.37996893527892,1395.7169459962756,167.16623576116382
97,97,Beckenham - Kenwick - Langford,1472.545219638243,343.2218309859155,397.2530164202123,0.10965193252188768,0.09369127516778523,239.0,2333.1674805026496,1324.1767214007075,176.19759075923312,1144.072769953052,203.93523399725643
98,98,Canning Vale - East,2210.280373831776,446.85114503816806,488.27801009372735,0.08143892080939295,0.06598021948245496,67.0,2333.1674805026496,1627.5933669790911,143.3507611814089,1489.5038167938935,156.64058421311827
99,99,Gosnells,1429.0465631929044,317.4191374663073,384.1175302759578,0.11952768185362593,0.09405304357985746,133.0,2333.1674805026496,1280.3917675865262,182.22293672666703,1058.0637915543575,220.5129311792335
100,100,Huntingdale - Southern River,2064.323607427056,409.57142857142856,482.7678546313747,0.08058137235515128,0.0696827083649613,179.0,2333.1674805026496,1609.2261821045824,144.98692020106708,1365.2380952380952,170.8982109890326
101,101,Maddington - Orange Grove - Martin,1480.8052434456933,318.85838150289015,395.461889708465,0.1174152876280536,0.0828719084533038,316.0,2333.1674805026496,1318.2062990282166,176.99562520848698,1062.8612716763002,219.51759299902562
102,102,Thornlie,1677.6992287917733,361.8055555555555,410.92307118062035,0.09109345952340714,0.07582832999777629,74.0,2333.1674805026496,1369.7435706020676,170.33607826880404,1206.0185185185182,193.4603361952293
103,103,Forrestfield - Wattle Grove,1940.5864197530866,379.6875,467.52278076157137,0.07489387507580351,0.07611940298507462,64.0,2333.1674805026496,1558.409269205238,149.7146819264316,1265.625,184.34903549650562
104,104,High Wycombe,1867.3708920187798,396.875,452.4461839530332,0.07952439777640519,0.0663574021782977,25.0,2333.1674805026496,1508.1539465101107,154.70353579630458,1322.9166666666667,176.36541584901917
105,105,Kalamunda - Maida Vale - Gooseberry Hill,2064.3939393939395,391.54411764705884,494.3342465753425,0.06413205249627926,0.0785702785380776,66.0,2333.1674805026496,1647.7808219178085,141.5945281962402,1305.1470588235295,178.76663512583684
106,106,Lesmurdie - Bickley - Carmel,2087.227414330218,368.0232558139535,483.5491905354918,0.0609273903666427,0.06775645581615733,28.0,2333.1674805026496,1611.830635118306,144.7526452015474,1226.7441860465115,190.1918514912112
107,107,Byford,2000.0,400.0,481.48050579557435,0.07137792484046325,0.08494937360562897,375.0,2333.1674805026496,1604.9350193185812,145.3745760680865,1333.3333333333335,174.98756103769867
108,108,Mundijong,2145.9390862944165,371.19565217391306,517.8082191780823,0.06793002915451896,0.06826401446654612,135.0,2333.1674805026496,1726.0273972602743,135.17557625134395,1237.3188405797102,188.56639081075585
109,109,Serpentine - Jarrahdale,1860.655737704918,314.1666666666667,483.28767123287673,0.07750377453447409,0.08042394014962594,26.0,2333.1674805026496,1610.9589041095892,144.8309745550114,1047.2222222222224,222.7958336819506
110,110,Como,2299.3506493506493,374.4402985074626,498.0648882480173,0.06822488945041061,0.1202156334231806,44.0,2333.1674805026496,1660.2162941600573,140.53394661344734,1248.1343283582087,186.9324020253244
111,111,Manning - Waterford,2405.038759689923,359.11458333333326,597.5625885687292,0.0907746348678129,0.09526033154331076,49.0,2333.1674805026496,1991.8752952290972,117.1342144807463,1197.0486111111106,194.91000272219384
112,112,South Perth - Kensington,2757.886435331229,398.1854838709677,569.1596810468208,0.06399204244031831,0.15304081872720854,208.0,2333.1674805026496,1897.198936822736,122.97959034333194,1327.2849462365589,175.78497270825022
113,113,Banjup,2366.2962962962965,444.5238095238095,501.36986301369865,0.06449605972625466,0.07821043910521955,375.0,2333.1674805026496,1671.2328767123288,139.60756235794545,1481.7460317460318,157.4606869541156
114,114,Coogee,2253.7593984962405,423.79807692307685,519.1232876712329,0.06238224827297467,0.09149774774774774,110.0,2333.1674805026496,1730.4109589041095,134.83314287261985,1412.6602564102561,165.16126010591645
115,115,Coolbellup,1796.6269841269839,325.0,438.9442031406616,0.09652876842605801,0.08072487644151563,76.0,2333.1674805026496,1463.1473438022051,159.4622366903642,1083.3333333333335,215.36930589255226
116,116,Hamilton Hill,1589.583333333333,330.3779069767442,437.2602739726028,0.09715309575950627,0.11657775143252322,143.0,2333.1674805026496,1457.5342465753426,160.07634029764415,1101.2596899224807,211.8635142876141
117,117,North Coogee,3067.708333333333,533.8235294117649,706.2328767123288,0.051920341394025606,0.1362847222222222,129.0,2333.1674805026496,2354.1095890410957,99.11040213947828,1779.411764705883,131.12015592907449
118,118,South Lake - Cockburn Central,1893.5185185185185,381.4130434782609,419.3988959313023,0.08706545568430943,0.10410528383421724,89.0,2333.1674805026496,1397.9963197710076,166.8936782955783,1271.376811594203,183.5150255396784
119,119,Spearwood,1653.409090909091,359.4145569620253,463.5213043112867,0.07866313429794172,0.1176470588235294,203.0,2333.1674805026496,1545.0710143709555,151.00713551684558,1198.048523206751,194.74732745027615
120,120,Success - Hammond Park,2253.75,423.5294117647058,505.4861707289762,0.07150622055803843,0.07795698924731183,184.0,2333.1674805026496,1684.9539024299206,138.4707010166819,1411.7647058823527,165.2660298689377
121,121,Yangebup,2021.929824561404,363.2246376811594,461.08349969023203,0.08286206048684534,0.07437734561583077,17.0,2333.1674805026496,1536.94499896744,151.80552863441002,1210.7487922705313,192.7045061203186
122,122,Beeliar - Wattleup,2197.452229299363,405.8641975308642,500.14113740141136,0.0718328254244667,0.0907936507936508,114.0,2333.1674805026496,1667.137124671371,139.95054431785672,1352.8806584362144,172.45922365388404
123,123,East Fremantle,2859.615384615385,418.48958333333326,591.7808219178082,0.0563165905631659,0.12465627864344635,24.0,2333.1674805026496,1972.6027397260275,118.27862921992596,1394.9652777777774,167.25631223018377
124,124,Fremantle,2426.047120418848,379.9295774647888,514.3561643835617,0.07061386646161733,0.16131432114073155,389.0,2333.1674805026496,1714.5205479452054,136.08279488390332,1266.4319248826293,184.23157492013505
125,125,Fremantle - South,2020.5479452054794,357.8125,489.93607305936064,0.07625390784287074,0.11192930780559647,96.0,2333.1674805026496,1633.1202435312025,142.8656273011334,1192.7083333333335,195.61928220808238
126,126,Bertram - Wellard (West),1988.5057471264367,372.9803493449782,471.9961267906473,0.09588142707240294,0.09873908826382154,482.0,2333.1674805026496,1573.320422635491,148.29576016017947,1243.2678311499276,187.66410760782318
127,127,Calista,1354.1666666666667,303.2303370786517,348.35616438356163,0.14246068455134134,0.09183980728696177,44.0,2333.1674805026496,1161.1872146118722,200.9294841644044,1010.7677902621724,230.83120603768685
128,128,Parmelia - Orelia,1373.125,294.40476190476187,348.44831880448316,0.12802130274477674,0.100356170123612,94.0,2333.1674805026496,1161.494396014944,200.8763441741677,981.3492063492064,237.75099275643657
129,129,Casuarina - Wandi,2224.6543778801847,406.6176470588235,525.355722492267,0.06863711001642038,0.0895968143354903,278.0,2333.1674805026496,1751.18574164089,133.23358139705005,1355.392156862745,172.13966221430042
130,130,Applecross - Ardross,2755.291005291005,489.3665158371041,691.0230253570387,0.0627570177006973,0.11906744379683595,89.0,2333.1674805026496,2303.4100845234625,101.2918844186333,1631.2217194570135,143.03190379780457
131,131,Bateman,2414.285714285714,455.6818181818182,513.5688536409517,0.08103975535168195,0.07313540912382331,4.0,2333.1674805026496,1711.8961788031727,136.29141237606026,1518.939393939394,153.60504111039887
132,132,Bicton - Palmyra,2290.983606557377,375.4120879120879,500.94934692577255,0.06424581005586592,0.10474607013301088,41.0,2333.1674805026496,1669.8311564192416,139.7247542982642,1251.3736263736266,186.44850996771999
