,1-149,150-299,300-399,400-499,500-649,650-799,800-999,"1,000-1,249","1,250-1,499","1,500-1,749","1,750-1,999","2,000-2,499","2,500-2,999","3,000-3,499","3,500-3,999","4,000-4,499","4,500-4,999","5,000-5,999","6,000-7,999","8,000 or more",Total,Median
0,2246.0,3591.0,3143.0,10607.0,11155.0,27659.0,23467.0,32096.0,31354.0,27304.0,28292.0,60738.0,43211.0,28896.0,24135.0,14869.0,14323.0,12482.0,9565.0,1158.0,408045.0,2333.1674805026496
